,List,of,Manhattan,Buildings,Containing,Stabilized,Units,StabilizedUnits
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY,STATUS1,STATUS2,STATUS3,BLOCK,LOT,ZIPBLOCKLOT
10001,246,10TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,722,3,100017223
10001,299,10TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,699,31,1000169931
10001,301,10TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,699,32,1000169932
10001,303,TO,309,10TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,421,A,(1,15),699,33,1000169933
10001,440,10TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,732,73,1000173273
10001,442,10TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,732,72,1000173272
10001,312,11TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,701,62,1000170162
10001,320,11TH,AVE,545,TO,577,W,30TH,ST,NEW,YORK,62,MULTIPLE,DWELLING,A,702,7502,100017027502
10001,800,TO,802,6TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,421,A,(1,15),829,1,100018291
10001,819,6TH,AVE,819,AVENUE,OF,THE,AMERICAS,NEW,YORK,62,MULTIPLE,DWELLING,B,804,36,1000180436
10001,835,TO,851,6TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,421,A,(1,15),805,7502,100018057502
10001,855,6TH,AVE,100,W,31ST,ST,NEW,YORK,62,MULTIPLE,DWELLING,A,421,A,(16),806,7502,100018067502
10001,883,TO,885,6TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,421,A,(1,15),807,7502,100018077502
10001,315,7TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,803,7501,100018037501
10001,328,8TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,776,4,100017764
10001,330,8TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,776,4,100017764
10001,370,8TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,B,HOTEL,ROOMING,HOUSE,778,75,1000177875
10001,402,8TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,780,1,100017801
10001,404,8TH,AVE,NEW,YORK,62,MULTIPLE,DWELLING,A,780,2,100017802
10001,26,W,27TH,ST,NEW,YORK,62,MULTIPLE,DWELLING,A,828,63,1000182863
10001,29,W,27TH,ST,NEW,YORK,62,MULTIPLE,DWELLING,A,829,20,1000182920
10001,39,W,27TH,ST,NEW,YORK,62,MULTIPLE,DWELLING,B,HOTEL,829,14,1000182914
10001,100,W,27TH,ST,NEW,YORK,62,MULTIPLE,DWELLING,A,802,45,1000180245
10001,144,W,27TH,ST,NEW,YORK,62,MULTIPLE,DWELLING,A,NON,EVICT,COOP/CONDO,802,7501,100018027501
10001,154,W,27TH,ST,NEW,YORK,62,MULTIPLE,DWELLING,A,802,71,1000180271
10001,260,W,27TH,ST,NEW,YORK,62,MULTIPLE,DWELLING,A,776,69,1000177669
10001,537,TO,545,W,27TH,ST,NEW,YORK,62,MULTIPLE,DWELLING,A,699,9,100016999
10001,139,W,28TH,ST,NEW,YORK,62,MULTIPLE,DWELLING,A,804,15,1000180415
Source:,2022,HCR,Building,Registration,File,https://rentguidelinesboard,cityofnewyork,us/resources/rent,stabilized,building,lists,Page,1,of,265,Source:of265
